,bitcount,blowfish,bzip2,crc32,dijkstra,gsm,jpeg-c,jpeg-d,patricia,qsort,sha,stringsearch,stringsearch2,susan,tiff2bw,tiff2rgba,tiffdither,tiffmedian
78,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416179,460741,14631025,44925238,5699741,13521033,4611396,6808994
79,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
80,560392367,751455,245082316,4551122,262224,65304390,13735459,3597708,526742,137246060,416187,460741,14631025,44925238,5699741,13521033,4611396,6808994
81,554853406,751455,245082391,4551122,262257,65302922,13735415,3597065,526289,137246060,416169,460741,14631025,44925591,5698036,13520494,4609916,6807238
82,554853406,751455,245082167,4551122,262257,65304058,13735415,3597065,526289,137246060,416177,460741,14631025,44925591,5698040,13520498,4609916,6807242
83,552603406,746181,245082186,4551122,262257,64960282,13830118,3593341,526457,137246060,417395,460741,14631025,44180090,5385830,13208164,4479474,6807284
84,552603406,746181,245082186,4551122,262257,64960282,13830118,3593341,526457,137246060,417417,460741,14631025,44180090,5385830,13208164,4479474,6807284
85,552603406,746181,245082186,4551122,262257,64960282,13830118,3593341,526457,137246060,417417,460741,14631025,44180090,5385830,13208164,4479474,6807284
86,552603406,746181,245082186,4551122,262257,64987716,13830118,3593341,526457,137246060,417417,460741,14631025,44180090,5385830,13208164,4479474,6807284
87,552603406,746181,245082186,4551122,262257,64987716,13830118,3593341,526457,137246060,417417,460741,14631025,44180090,5385830,13208164,4479474,6807284
88,552603406,746181,245911880,4551122,262257,65001707,13874124,3623515,526457,136991174,417425,461686,14631025,44180094,5385739,13208890,4480217,6801926
89,552603406,746181,245911880,4551122,262257,65001707,13874124,3623515,526457,136991174,417425,461686,14631025,44180094,5385739,13208890,4480217,6801926
90,552603406,746181,245911880,4551122,262257,65001707,13874124,3623515,526457,136991174,417425,461686,14631025,44180094,5385739,13208890,4480217,6801926
91,552603406,746181,245911880,4551122,262257,65001707,13874124,3623515,526457,136991174,417425,461686,14631025,44180094,5385739,13208890,4480217,6801926
92,562562889,746738,202352420,4705548,262060,66054062,13305467,3678503,525677,137141557,410485,460796,9383803,47063917,6125141,13118617,4890986,6982282
93,562562889,746738,202352420,4705548,262060,66054062,13305467,3678503,525677,137141557,410485,460796,9383803,47063917,6125141,13118617,4890986,6982282
94,562562959,747431,203273472,4705548,261825,59929083,13359766,3677671,525673,137256672,410485,461318,4531737,45491230,6123294,13112444,4889921,6944719
95,562562947,747431,196583752,4705599,261825,59757250,13358556,3680648,525580,137256672,410483,461515,10302339,45490179,6122893,14964799,4777115,6915045
96,562562947,747431,190920794,4705588,261825,59798604,13328088,3650715,525580,137256672,410469,461023,4105638,44987487,6123295,14555397,4765168,6938971
97,562562947,747431,190920794,4705588,261825,59798604,13328088,3650715,525580,137256672,410475,461023,4105638,44987487,6123295,14555397,4765168,6938971
98,562562947,747431,190920794,4705588,261825,59798604,13328088,3650715,525580,137256672,410475,461023,4105638,44987487,6123295,14555397,4765168,6938971
99,562562947,747431,190920794,4705588,261825,59798604,13328088,3650715,525580,137256672,410483,461023,4105638,44987487,6123295,14555397,4765168,6938971
100,562562947,747431,190920794,4705588,261825,59798604,13328088,3650715,525580,137256672,410483,461023,4105638,44987487,6123295,14555397,4765168,6938971
101,562562947,747431,190920794,4705588,261825,59798604,13328088,3650715,525580,137256672,410475,461023,4105638,44987487,6123295,14555397,4765168,6938971
102,562562947,747431,190920794,4705588,261825,59798604,13328088,3650715,525580,137256672,410483,461023,4105638,44987487,6123295,14555397,4765168,6938971
103,562562947,747431,190920794,4705588,261825,59798604,13328088,3650715,525580,137256672,410483,461023,4105638,44987487,6123295,14555397,4765168,6938971
104,565937848,751352,194831323,4551165,261840,60132469,14635886,3692011,525860,137474708,420697,461515,11206262,42014767,6123738,14426370,4695296,6961650
105,565937848,751352,194831323,4551165,261840,60144045,14635896,3692011,525580,137474708,420705,461515,11206262,42014767,6123742,14426370,4695299,6961650
106,565937848,751352,194831323,4551165,261840,60144045,14635896,3692011,525580,137474708,420705,461515,11206262,42014767,6123742,14426370,4695299,6961650
107,565937848,751352,199045330,4551165,261840,60162128,14197211,3717617,525580,137256672,420705,461735,11206262,42014767,6123813,14426441,4695354,6961717
108,565937848,751352,199045330,4551165,261840,60162128,14197211,3717617,525580,137256672,420705,461735,11206262,42014767,6123813,14426441,4695354,6961717
109,565937844,747030,191609377,4551165,261840,59111482,13346153,3691225,525580,137256673,409928,444309,10496072,41994681,6191711,13432561,4664844,7198101
110,565938123,747030,190672444,4551165,261840,59051013,13331674,3692426,525580,137256673,408564,444309,10496072,41994681,6191722,13432565,4664837,7067039
111,565938123,747030,192601438,4551130,261840,59051013,13299295,3692393,525580,137256673,405270,444309,10496072,41994681,6191711,13432561,4664844,7075649
112,543438066,746982,188635807,4551130,261840,54463407,13234358,3691974,521072,140447916,403730,421018,10496072,41994678,6058483,12848558,4538754,7081093
113,543438066,746982,188635807,4551130,261840,54463407,13234368,3692225,521072,140447916,403730,421018,10496072,41994678,6058483,12848558,4538754,7081093
114,543438066,746982,188635807,4551130,261840,54463407,13234368,3692225,521072,140447916,403730,421018,10496072,41994678,6058483,12848558,4538754,7081093
115,543438066,746982,188635807,4551130,261840,54463407,13234368,3692225,521072,140447916,403730,421018,10496072,41994678,6058483,12848558,4538754,7081093
116,543438066,746982,188635807,4551130,261840,54463407,13234368,3692225,521072,140447916,403730,421018,10496072,41994678,6058483,12848558,4538754,7081093
117,543438066,746982,188635807,4551130,261840,54463407,13234368,3692225,521072,140447916,403730,421018,10496072,41994678,6058483,12848558,4538754,7081093
118,543438066,746982,188635807,4551130,261840,54463407,13234368,3692225,521072,140447916,403730,421018,10496072,41994678,6058483,12848558,4538754,7081093
119,543438066,746982,188635807,4551130,261840,54463407,13234368,3692225,521072,140447916,403730,421018,10496072,41994678,6058483,12848558,4538754,7081093
120,543438066,746982,188635807,4551130,261840,54463407,13234368,3692225,521072,140447916,403730,421018,10496072,41994678,6058483,12848558,4538754,7081093
121,542313122,747032,241424942,4551130,261840,54429007,13838949,3640997,522697,140602985,403789,419396,10486798,42397174,5698969,13513815,4511008,7078640
